Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ventilabrella multicamerata,Rugoglobigerina rugosa,Rugoglobigerina pennyi,Rugoglobigerina milamensis,Rugoglobigerina macrocephala,Rugoglobigerina hexacamerata,Racemiguembelina fructicosa,Pseudotextularia nuttalli,Pseudotextularia elegans,Pseudoguembelina costulata,Heterohelix rajagopalani,Globotruncanita stuarti,Globotruncanella havanensis,Globotruncana orientalis,Globotruncana linneiana,Globotruncana bulloides,Globigerinelloides subcarinatus,Globigerinelloides multispinus,Contusotruncana contusa,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Pseudoguembelina excolata,Heterohelix carinata,Heterohelix globulosa,Globotruncanella petaloidea,Globotruncana rosetta,Globigerinelloides messinae,Gansserina gansseri,Pseudoguembelina hariaensis,Hedbergella holmdelensis,Globotruncanita stuartiformis,Woodringina hornerstownensis,Woodringina claytonensis,Whiteinella praehelvetica,Praemurica pseudoinconstans,Guembelitria cretacea,Praemurica taurica,Parvularugoglobigerina eugubina,Eoglobigerina eobulloides,Chiloguembelina morsei,Praemurica uncinata,Praemurica inconstans,Parasubbotina pseudobulloides,Globanomalina compressa,Globanomalina chapmani,Subbotina triloculinoides,Morozovella velascoensis,Morozovella conicotruncata,Igorina pusilla,Globanomalina pseudomenardii,Igorina albeari,Acarinina soldadoensis,Acarinina nitida,Acarinina mckannai,Subbotina velascoensis,Morozovella subbotinae,Morozovella occlusa,Morozovella pasionensis,Subbotina eocaena,Morozovella aequa,Morozovella gracilis,Subbotina triangularis,Morozovella marginodentata,Acarinina pseudotopilensis,Morozovella acuta,Morozovella formosa,Morozovella aragonensis,Chiloguembelina cubensis,Acarinina coalingensis,Morozovella caucasica,Truncorotaloides rohri,Igorina broedermanni,Globigerinatheka senni,Acarinina quetra,Acarinina pentacamerata,Acarinina libyaensis,Morozovella spinulosa,Hantkenina sp.,Guembelitrioides higginsi,Acarinina topilensis,Acarinina bullbrooki,Hantkenina mexicana,Globigerinatheka subconglobata,Globigerinatheka index,Acarinina primitiva,Orbulinoides beckmanni,Globigerinatheka mexicana,Turborotalia ampliapertura,Hantkenina alabamensis,Globigerina euapertura,Globigerina angustiumbilicata,Catapsydrax unicavus,Catapsydrax dissimilis,Globorotaloides suteri,Globoquadrina venezuelana,Subbotina angiporoides,Globoquadrina tripartita,Tenuitella gemma,Pseudohastigerina micra,Paragloborotalia nana,Globoquadrina baroemoenensis,Globigerina praebulloides,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina suturalis,Globoturborotalita woodi,Globoturborotalita nepenthes,Globoturborotalita decoraperta,Globorotalia miozea,Globigerinoides trilobus,Globigerina decoraperta,Dentoglobigerina altispira,Globoturborotalita druryi,Globoquadrina dehiscens,Globigerina druryi,Globorotalia merotumida,Globorotalia conoidea,Globigerina bulloides,Globorotalia tumida,Globorotalia scitula,Globorotalia plesiotumida,Globorotalia margaritae,Globorotalia challengeri,Globigerinoides sacculifer,Globigerinoides extremus,Globigerinoides conglobatus,Sphaeroidinella dehiscens s.l.,Globorotalia conomiozea,Globoconella conomiozea,Globigerinella aequilateralis,Truncorotalia crassaformis,Globorotalia menardii,Globorotalia limbata,Globorotalia crassula,Globigerinoides ruber,Globigerinoides obliquus,Globigerinita glutinata,Truncorotalia tosaensis,Neogloboquadrina pachyderma (dextral),Globorotalia inflata,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Truncorotalia truncatulinoides,Pulleniatina primalis,Pulleniatina obliquiloculata,Pulleniatina spectabilis,Comment
  IR,Early Eocene     ,Early Eocene     ,P6a               ,P6a           ,198,1209,A, 21,H, 5,  49.00,    195.1900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,+                       ,                          ,               ,                            ,               ,F                     ,                ,                  ,F                     ,F                     ,                   ,+                      ,                 ,+                ,F                   ,F                     ,F                         ,F                         ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P5                ,P5            ,198,1209,A, 21,H, 5, 129.00,    195.9900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,F                       ,                          ,               ,                            ,               ,F                     ,F               ,                  ,F                     ,                      ,                   ,F                      ,F                ,F                ,F                   ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P5                ,P5            ,198,1209,A, 21,H, 6, 109.00,    197.2900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,A                       ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,F                  ,F                      ,F                ,F                ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pliocene    ,Late Paleocene   ,P5                ,P5            ,198,1209,A, 21,H, 7,  19.00,    197.8900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,F                       ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,                   ,F                      ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P5                ,P5            ,198,1209,A, 21,H,CC,  13.00,    198.3600,planks   ,Planktonic Foraminifers                      ,A              ,VG                ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,A                       ,                          ,               ,                            ,               ,F                     ,                ,                  ,F                     ,F                     ,A                  ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P4c               ,P4b           ,198,1209,A, 22,H,CC,  12.00,    207.3700,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,A                     ,F                        ,A                       ,                          ,A              ,A                           ,A              ,F                     ,F               ,F                 ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Paleocene   ,Late Paleocene   ,P4a               ,P4a           ,198,1209,A, 23,H,CC,   9.00,    217.5500,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,F                     ,F                        ,F                       ,A                         ,A              ,R                           ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Paleocene  ,Early Paleocene  ,P2                ,P2            ,198,1209,A, 24,H,CC,  11.00,    227.0900,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,A                  ,A                    ,A                            ,+                      ,R                     ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Paleocene  ,Early Paleocene  ,Pa                ,Pa            ,198,1209,A, 25,H, 6,  93.00,    235.1300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,F                       ,                         ,                           ,F                    ,F                 ,F                              ,F                        ,F                     ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Early Paleocene  ,KS31              ,Pa            ,198,1209,A, 25,H, 6, 113.00,    235.3300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,P                     ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,P                         ,                        ,                       ,P                          ,                        ,                       ,                       ,P                              ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,P                          ,                     ,                           ,                   ,P                          ,                        ,                             ,F                           ,F                       ,+                        ,F                          ,P                    ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,mixed Cret+ Paleoc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,A, 25,H, 6, 123.00,    235.4300,planks   ,Planktonic Foraminifers                      ,C              ,M                 ,F                          ,                      ,                      ,                          ,                            ,F                           ,F                          ,R                        ,F                       ,F                         ,F                       ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,F                      ,                         ,                         ,                         ,                         ,                    ,                     ,F                          ,                     ,                           ,                   ,F                          ,F                       ,F                            ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,A, 26,H,CC,  14.00,    246.0300,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,R                          ,                      ,R                     ,                          ,                            ,                            ,                           ,F                        ,                        ,F                         ,F                       ,F                      ,F                          ,                        ,                       ,                       ,                               ,R                             ,R                      ,F                        ,R                        ,R                        ,F                        ,F                   ,F                    ,F                          ,R                    ,F                          ,R                  ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,A, 27,X,CC,  12.00,    251.5400,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,F                          ,                      ,                      ,                          ,R                           ,                            ,R                          ,                         ,F                       ,R                         ,                        ,R                      ,R                          ,F                       ,F                      ,                       ,                               ,R                             ,F                      ,F                        ,R                        ,R                        ,F                        ,F                   ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Maestrichtian    ,Maestrichtian    ,KS31              ,KS31          ,198,1209,A, 28,X,CC,  18.00,    256.9100,planks   ,Planktonic Foraminifers                      ,A              ,M                 ,F                          ,F                     ,F                     ,R                         ,F                           ,F                           ,F                          ,F                        ,F                       ,F                         ,F                       ,F                      ,F                          ,F                       ,F                      ,F                      ,F                              ,F                             ,F                      ,R                        ,R                        ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
