Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spiniferites spp.	Spiniferites ramosus	Membranophoridium aspinatum	Chiropteridium galea species complex	Spiniferella cornuta	Palaeocystodinium golzowense	Lingulodinium machaerophorum	Distatodinium biffii	Cordosphaeridium minimum	Areoligera semicirculata	Selenopemphix spp.	Distatodinium spp.	Dapsilidinium pastielsii	Spiniferites pseudofurcatus	Reticulatosphaera actinocoronata	Palaeocystodinium sp.1	Lejeunecysta spp.	Hystrichokolpoma rigaudiae	Protoperidinium spp. "round browns"	Artemisiocysta cladodichotoma	Thalassiphora pelagica	Dinopterygium cladoides	Deflandrea phosphoritica species complex	Caligodinium amiculum	Tectatodinium pellitum	Systematophora placacantha	Operculodinium centrocarpum	Impagidinium spp.	Heteraulacacysta campanula	Distatodinium paradoxum	Deflandrea heterophlycta	Apteodinium australiense	Spiniferites mirabilis	Operculodinium spp.	Phthanoperidinium comatum	Tuberculodinium vancampoae	Polykrikos spp.	Phthanoperidinium alectrolophum	Selenopemphix nephroides	Nematosphaeropsis lemniscata	Phthanoperidinium spp.	Batiacasphaera gemmata	Spiniferites membranosus	Operculodinium? eirikianum	Svalbardella sp.1	Batiacasphaera spp.	Impagidinium japonicum	Batiacasphaera sphaerica	Trinovantedinium glorianum	Quinquecuspis spp.	Melitasphaeridium choanophorum	Artemisiocysta spp.	Systematophora spp.	Labyrinthodinium truncatum	Hystrichosphaeropsis obscura	Cribroperidinium tenuitabulatum	Achomosphaera sp.1	Selenopemphix subinerme	Selenopemphix brevispinosa	Evittosphaerula? sp. 2 	Amiculosphaera umbracula	Vozzhennikovia spp.	Trinovantedinium papulum	Nematosphaeropsis rigida	Cristadinium cristatoserratum	Batiacasphaera micropapillata	Achomosphaera ramulifera	Operculodinium? cf. longispinigerum	Phelodinium spp.	Barssidinium graminosum	Hystrichokolpoma spp.	Impagidinium strialatum	Areosphaeridium spp.	Operculodinium israelianum	Dapsilidinium spp.	Achomosphaera andalousiensis	Hystrichokolpoma pacificum	Comment
  SR	Early Oligocene  	                 	Oli3              	              	151	 908	A	 35	X	 3	 133.00	    324.5300	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                 	                    	                           	                                    	                    	R                           	                            	R                   	                        	                        	                  	R                 	F                       	R                          	                                	R                     	                 	R                         	F                                  	R                            	C                     	F                      	C                                       	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli3              	              	151	 908	A	 35	X	 4	 133.00	    326.0300	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                 	                    	                           	                                    	                    	                            	                            	                    	                        	                        	                  	                  	R                       	R                          	                                	                      	                 	                          	R                                  	R                            	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli3              	              	151	 908	A	 35	X	 5	 137.00	    327.5700	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	                    	                           	                                    	                    	                            	                            	                    	                        	                        	R                 	                  	                        	R                          	                                	R                     	                 	                          	R                                  	R                            	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 36	X	 1	  54.00	    330.6400	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	R                   	                           	R                                   	R                   	R                           	                            	                    	                        	R                       	R                 	                  	                        	R                          	R                               	R                     	R                	R                         	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 36	X	 2	  68.00	    332.2800	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	R                   	                           	                                    	                    	R                           	                            	                    	                        	R                       	R                 	                  	                        	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 36	X	 3	  35.00	    333.4500	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	R                   	                           	                                    	                    	R                           	                            	                    	                        	R                       	R                 	R                 	R                       	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 36	X	 4	  66.00	    335.2600	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	                    	                           	                                    	                    	R                           	                            	                    	                        	R                       	R                 	                  	                        	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 36	X	 5	   9.00	    336.1900	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                 	R                   	                           	                                    	                    	                            	                            	                    	                        	                        	                  	                  	                        	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 37	X	 1	  74.00	    340.7400	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	R                   	                           	R                                   	R                   	R                           	R                           	R                   	R                       	R                       	                  	                  	                        	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	Rare reworked dinoflagellate cysts. From Leg 151. Ch 14. Fig 6. p. 274-279

  SR	Early Oligocene  	                 	Oli1-2            	              	151	 908	A	 37	X	 2	  74.00	    342.2400	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	R                	R                   	R                          	R                                   	                    	                            	                            	                    	                        	                        	                  	                  	                        	                           	                                	                      	                 	                          	                                   	                             	                      	                       	                                        	                     	                      	                          	                           	                 	                          	                       	                        	                        	                      	                   	                         	                          	               	                               	                        	                            	                      	                      	                        	                          	                 	                   	                      	                        	                          	                  	                              	                   	                   	                          	                            	                               	                  	                       	                          	                       	                        	                   	                        	                        	                             	                             	                        	                                   	                	                       	                     	                       	                    	                          	                  	                            	                          	From Leg 151. Ch 14. Fig 6. p. 274-279

