Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tenuitellinata angustiumbilicata,Paragloborotalia pseudokugleri,Paragloborotalia nana,Paragloborotalia mayeri,Paragloborotalia kugleri,Neogloboquadrina continuosa,Globorotaloides suteri,Globoquadrina venezuelana,Globoquadrina baroemoenensis,Globigerinita uvula,Globigerinita glutinata,Globigerina woodi,Globigerina sellii,Catapsydrax unicavus,Catapsydrax dissimilis,Cassigerinella chipolensis,Streptochilus spp.,Tenuitella munda,Globigerina tripartita,Globigerina praebulloides,Globigerina euapertura,Globoquadrina dehiscens,Globoquadrina cf. G. extans,Globigerinoides trilobus,Globigerinoides primordius,Globigerinella obesa,Globigerina connecta,Dentoglobigerina altispira,Tenuitella clemenciae,Globorotalia peripheroronda,Globorotalia birnageae,Globigerinoides parawoodi,Globigerinoides altiapertura,Globigerinoides subquadratus,Globoquadrina binaiensis,Globigerinoides sacculifer,Globigerinoides obliquus,Globigerina quinqueloba,Globorotalia praescitula,Catapsydrax parvulus,Turborotalita humilis,Sphaeroidinella disjuncta,Globigerinatella insueta,Globigerina druryi,Globigerinoides diminutus,Globigerinoides sicana/bisphericus,Praeorbulina sicana,Globorotaloides hexagona,Globigerina bulloides,Globorotalia cf. Gr. zealandica,Globorotalia cf. Gr. miozea,Globorotalia archeomenardii,Globigerinoides bollii,Globorotalia praemenardii,Sphaeroidinellopsis seminulina,Globorotalia peripheroacuta,Globorotaloides variabilis,Orbulina universa,Globorotalia praefohsi,Orbulina suturalis,Globorotalia lenguaensis,Globorotalia fohsi fohsi,Sphaeroidinellopsis kochi,Globorotalia menardii,Globorotalia scitula,Globigerina decoraperta,Globorotalia challengeri,Globigerinoides bulloideus,Globigerina nepenthes,Globigerina apertura,Globigerinella aequilateralis,Neogloboquadrina acostaensis,Globorotalia merotumida,Neogloboquadrina humerosa,Sphaeroidinellopsis paenedehiscens,Globorotalia limbata,Globigerinoides ruber,Globigerinoides extremus,Globorotalia juanai,Candeina nitida,Globorotalia cibaoensis,Globorotalia plesiotumida,Neogloboquadrina dutertrei,Globorotalia pseudomiocenica,Globorotalia pertenuis,Globorotalia anfracta,Globorotalia multicamerata,Pulleniatina primalis,Globigerinoides conglobatus,Globorotalia crassula,Globoquadrina conglomerata,Pulleniatina praespectabilis,Globorotalia tumida,Globorotalia margaritae,Beella praedigitata,Globorotalia inflata,Pulleniatina spectabilis,Pulleniatina obliquiloculata,Sphaeroidinella dehiscens,Globorotalia ungulata,Globigerinella calida,Globorotalia crassaformis,Globigerinoides fistulosus,Globigerina rubescens,Globorotalia tosaensis,Globorotalia truncatulinoides,Beella digitata,Globorotalia bermudezi,Globigerinoides tenellus,Comment
  SR,                 ,                 ,                  ,              ,130, 806,B, 29,H, 4,  44.00,    267.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,327               ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 1535.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 29,H, 5,  30.00,    269.3000,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,                   ,F                      ,R                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,R                      ,                           ,R                       ,                          ,                    ,                    ,F                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,R                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,                        ,                        ,R                        ,R                    ,R                   ,R                      ,                        ,                          ,R                    ,C                   ,R                            ,C                           ,                       ,R                        ,                                  ,                    ,                     ,R                       ,R                  ,R              ,R                      ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 29,H,CC,  14.00,    272.8500,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,F                        ,R                           ,                   ,C                      ,R                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,R                   ,                    ,C                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,C                         ,C                       ,                       ,                        ,                    ,R                    ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,R                       ,                        ,                         ,R                    ,R                   ,                       ,                        ,                          ,R                    ,R                   ,R                            ,C                           ,R                      ,R                        ,R                                 ,                    ,                     ,R                       ,R                  ,R              ,?                      ,?                        ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 30,H, 2,  30.00,    274.3000,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,R                  ,F                      ,R                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,                    ,                    ,R                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,F                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,?                     ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,                        ,                        ,R                        ,C                    ,                    ,                       ,                        ,                          ,R                    ,R                   ,R                            ,R                           ,F                      ,                         ,                                  ,                    ,                     ,R                       ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 30,H, 2,  44.00,    274.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,68                ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 802.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 30,H, 4,  44.00,    277.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,344               ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 1425.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 30,H, 5,  30.00,    278.8000,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,                   ,F                      ,F                ,                  ,                    ,                      ,                          ,F                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,                    ,                    ,R                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,F                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,R                     ,                         ,                              ,                           ,                          ,R                ,                      ,                  ,                        ,                        ,                         ,C                    ,R                   ,                       ,                        ,                          ,R                    ,F                   ,R                            ,F                           ,R                      ,                         ,                                  ,                    ,                     ,R                       ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 30,H,CC,  23.00,    282.5900,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,F                        ,                            ,R                  ,C                      ,F                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,                    ,                    ,R                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,C                         ,C                       ,                       ,                        ,                    ,R                    ,                         ,                        ,                  ,                         ,                                  ,                   ,R                       ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,R                       ,                        ,                         ,C                    ,R                   ,                       ,                        ,                          ,                     ,R                   ,R                            ,R                           ,C                      ,?                        ,R                                 ,                    ,                     ,?                       ,R                  ,               ,?                      ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 31,H, 2,  32.00,    283.8200,Chaisson ,Planktonic Foraminifers                      ,               ,M                 ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,                   ,F                      ,R                ,                  ,                    ,                      ,                          ,F                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,?                   ,                    ,R                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,F                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,R                       ,                        ,                         ,C                    ,R                   ,R                      ,                        ,                          ,R                    ,R                   ,R                            ,C                           ,R                      ,                         ,                                  ,                    ,                     ,R                       ,R                  ,R              ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 31,H, 2,  44.00,    283.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,154               ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 666.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 31,H, 4,  44.00,    286.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,138               ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 558.from 130SR.Chapter 12.Table 1.pages 236-237.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 31,H, 5,  32.00,    288.3200,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,                   ,F                      ,R                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,                    ,                    ,F                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,F                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,R                    ,                               ,                           ,                           ,R                     ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,R                       ,                        ,R                        ,C                    ,R                   ,                       ,                        ,                          ,R                    ,R                   ,R                            ,C                           ,R                      ,                         ,                                  ,                    ,                     ,R                       ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 31,H,CC,  23.00,    291.9800,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,F                        ,R                           ,                   ,C                      ,F                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,                    ,                    ,C                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,R                         ,C                       ,                       ,                        ,                    ,C                    ,                         ,                        ,                  ,                         ,                                  ,                   ,R                       ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,                  ,?                       ,                        ,R                        ,C                    ,R                   ,R                      ,                        ,R                         ,R                    ,F                   ,R                            ,C                           ,R                      ,                         ,                                  ,                    ,R                    ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Miocene     ,                 ,N16               ,              ,130, 806,B, 32,H, 2,  29.00,    293.2900,Chaisson ,Planktonic Foraminifers                      ,               ,MG                ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,R                        ,R                           ,                   ,F                      ,R                ,                  ,                    ,                      ,                          ,C                 ,                ,                      ,                         ,                      ,                       ,                           ,R                       ,                          ,R                   ,                    ,R                         ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,F                         ,C                       ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,R                       ,R                    ,                               ,                           ,                           ,                      ,                         ,R                             ,                           ,                          ,R                ,                      ,R                 ,R                       ,                        ,                         ,R                    ,R                   ,R                      ,                        ,                          ,R                    ,R                   ,R                            ,C                           ,R                      ,R                        ,                                  ,R                   ,R                    ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,from 130SR.Chapter 10.Table 1.back pocket fold-out.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 806,B, 32,H, 2,  44.00,    293.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                ,                              ,                     ,                       ,                        ,                           ,                      ,                         ,                            ,                   ,                       ,                 ,                  ,                    ,                      ,                          ,164               ,                ,                      ,                         ,                      ,                       ,                           ,                        ,                          ,                    ,                    ,                          ,                     ,                           ,                      ,                         ,                            ,                            ,                        ,                          ,                        ,                       ,                        ,                    ,                     ,                         ,                        ,                  ,                         ,                                  ,                   ,                        ,                     ,                               ,                           ,                           ,                      ,                         ,                              ,                           ,                          ,                 ,                      ,                  ,                        ,                        ,                         ,                     ,                    ,                       ,                        ,                          ,                     ,                    ,                             ,                            ,                       ,                         ,                                  ,                    ,                     ,                        ,                   ,               ,                       ,                         ,                          ,                            ,                      ,                     ,                          ,                     ,                           ,                     ,                          ,                            ,                   ,                       ,                   ,                    ,                        ,                            ,                         ,                     ,                     ,                         ,                          ,                     ,                      ,                             ,               ,                      ,                        ,Total count = 862.from 130SR.Chapter 12.Table 1.pages 236-237.
